Facility_ID,Type of Infrastructure,Value
105309-9,Source_of_Energy,Not set
111962-7,Source_of_Energy,Not set
109124-8,Source_of_Energy,Not set
113434-5,Source_of_Energy,National Grid
112560-8,Source_of_Energy,Not set
105327-1,Source_of_Energy,Not set
105339-6,Source_of_Energy,Solar Panels
105374-3,Source_of_Energy,National Grid
105377-6,Source_of_Energy,Not set
109956-3,Source_of_Energy,Not set
105385-9,Source_of_Energy,Not set
105393-3,Source_of_Energy,Not set
112901-4,Source_of_Energy,Not set
113135-8,Source_of_Energy,Not set
105445-1,Source_of_Energy,National Grid
113156-4,Source_of_Energy,Not set
111648-2,Source_of_Energy,National Grid
112642-4,Source_of_Energy,National Grid
105472-5,Source_of_Energy,Solar Panels
105482-4,Source_of_Energy,Not set
113303-2,Source_of_Energy,Not set
111768-8,Source_of_Energy,Not set
113378-4,Source_of_Energy,Not set
112031-0,Source_of_Energy,National Grid
112031-0,Source_of_Energy,Solar Panels
113509-4,Source_of_Energy,National Grid
112727-3,Source_of_Energy,Not set
112786-9,Source_of_Energy,Not set
111757-1,Source_of_Energy,Not set
113049-1,Source_of_Energy,Not set
113334-7,Source_of_Energy,National Grid
105633-2,Source_of_Energy,Not set
112152-4,Source_of_Energy,National Grid
105671-2,Source_of_Energy,Not set
113242-2,Source_of_Energy,Not set
113394-1,Source_of_Energy,Not set
105727-2,Source_of_Energy,Not set
105735-5,Source_of_Energy,Not set
112177-1,Source_of_Energy,Solar Panels
113172-1,Source_of_Energy,Not set
111443-8,Source_of_Energy,Not set
105755-3,Source_of_Energy,Not set
105757-9,Source_of_Energy,Not set
113806-4,Source_of_Energy,Generator
105761-1,Source_of_Energy,Not set
105784-3,Source_of_Energy,Not set
113716-5,Source_of_Energy,Not set
105812-2,Source_of_Energy,Not set
113504-5,Source_of_Energy,National Grid
109651-0,Source_of_Energy,Not set
105844-5,Source_of_Energy,Not set
109770-8,Source_of_Energy,Not set
105894-0,Source_of_Energy,Not set
105851-0,Source_of_Energy,Not set
105852-8,Source_of_Energy,Not set
105869-2,Source_of_Energy,Not set
105874-2,Source_of_Energy,Not set
105893-2,Source_of_Energy,Not set
105911-2,Source_of_Energy,Not set
113229-9,Source_of_Energy,Not set
113120-0,Source_of_Energy,Not set
109695-7,Source_of_Energy,Not set
111363-8,Source_of_Energy,National Grid
113717-3,Source_of_Energy,Not set
109342-6,Source_of_Energy,Not set
105982-3,Source_of_Energy,Not set
105986-4,Source_of_Energy,Not set
105988-0,Source_of_Energy,Not set
111361-2,Source_of_Energy,Solar Panels
106010-2,Source_of_Energy,Not set
109515-7,Source_of_Energy,Not set
113088-9,Source_of_Energy,Not set
109338-4,Source_of_Energy,Not set
109995-1,Source_of_Energy,Not set
112991-5,Source_of_Energy,National Grid
112858-6,Source_of_Energy,Not set
113322-2,Source_of_Energy,Not set
110108-8,Source_of_Energy,Not set
113083-0,Source_of_Energy,Not set
106073-0,Source_of_Energy,Not set
106084-7,Source_of_Energy,Not set
109689-0,Source_of_Energy,Not set
111975-9,Source_of_Energy,Not set
112307-4,Source_of_Energy,Not set
112980-8,Source_of_Energy,Not set
112312-4,Source_of_Energy,Not set
106149-8,Source_of_Energy,Not set
112915-4,Source_of_Energy,Not set
112172-2,Source_of_Energy,National Grid
111825-6,Source_of_Energy,Not set
111701-9,Source_of_Energy,National Grid
110742-4,Source_of_Energy,Not set
113491-5,Source_of_Energy,Not set
113862-7,Source_of_Energy,Not set
106246-2,Source_of_Energy,Not set
112251-4,Source_of_Energy,Not set
113163-0,Source_of_Energy,Not set
106269-4,Source_of_Energy,Not set
111587-2,Source_of_Energy,No Electricity
106284-3,Source_of_Energy,Not set
113441-0,Source_of_Energy,National Grid
106292-6,Source_of_Energy,Not set
111992-4,Source_of_Energy,Not set
112592-1,Source_of_Energy,Not set
109754-2,Source_of_Energy,National Grid
109623-9,Source_of_Energy,Not set
113124-2,Source_of_Energy,Not set
113009-5,Source_of_Energy,Not set
106310-6,Source_of_Energy,Not set
106338-7,Source_of_Energy,Not set
106411-2,Source_of_Energy,Not set
112996-4,Source_of_Energy,National Grid
106363-5,Source_of_Energy,Solar Panels
106364-3,Source_of_Energy,National Grid
106364-3,Source_of_Energy,Solar Panels
111673-0,Source_of_Energy,Solar Panels
106393-2,Source_of_Energy,Not set
106398-1,Source_of_Energy,Not set
110364-7,Source_of_Energy,Not set
112958-4,Source_of_Energy,Not set
106429-4,Source_of_Energy,Not set
113073-1,Source_of_Energy,Not set
106447-6,Source_of_Energy,Not set
106470-8,Source_of_Energy,Not set
112420-5,Source_of_Energy,National Grid
112420-5,Source_of_Energy,Solar Panels
106474-0,Source_of_Energy,Not set
112896-6,Source_of_Energy,Not set
112736-4,Source_of_Energy,Not set
113464-2,Source_of_Energy,National Grid
106496-3,Source_of_Energy,Not set
111802-5,Source_of_Energy,Not set
106541-6,Source_of_Energy,Not set
112929-5,Source_of_Energy,National Grid
112917-0,Source_of_Energy,Not set
106589-5,Source_of_Energy,Not set
106598-6,Source_of_Energy,Not set
111764-7,Source_of_Energy,Not set
106604-2,Source_of_Energy,Not set
113043-4,Source_of_Energy,Not set
106628-1,Source_of_Energy,Not set
111925-4,Source_of_Energy,National Grid
111925-4,Source_of_Energy,Generator
112667-1,Source_of_Energy,Not set
108958-0,Source_of_Energy,Not set
109140-4,Source_of_Energy,Not set
106752-9,Source_of_Energy,National Grid
106758-6,Source_of_Energy,Generator
106772-7,Source_of_Energy,Not set
113199-4,Source_of_Energy,Not set
113388-3,Source_of_Energy,Not set
110889-3,Source_of_Energy,Not set
112458-5,Source_of_Energy,National Grid
112555-8,Source_of_Energy,Not set
112574-9,Source_of_Energy,Not set
112548-3,Source_of_Energy,Not set
112973-3,Source_of_Energy,Not set
110984-2,Source_of_Energy,Not set
113814-8,Source_of_Energy,Not set
113494-9,Source_of_Energy,Not set
106886-5,Source_of_Energy,Not set
113858-5,Source_of_Energy,Not set
110712-7,Source_of_Energy,Not set
112990-7,Source_of_Energy,National Grid
112931-1,Source_of_Energy,National Grid
106931-9,Source_of_Energy,Not set
106938-4,Source_of_Energy,Not set
106946-7,Source_of_Energy,Not set
113005-3,Source_of_Energy,Not set
106948-3,Source_of_Energy,Not set
106949-1,Source_of_Energy,Not set
112159-9,Source_of_Energy,National Grid
112159-9,Source_of_Energy,Generator
106956-6,Source_of_Energy,Not set
113067-3,Source_of_Energy,Not set
112269-6,Source_of_Energy,National Grid
109478-8,Source_of_Energy,Not set
113094-7,Source_of_Energy,Not set
113104-4,Source_of_Energy,Not set
109517-3,Source_of_Energy,Not set
113227-3,Source_of_Energy,Not set
113271-1,Source_of_Energy,Not set
113463-4,Source_of_Energy,National Grid
113463-4,Source_of_Energy,Generator
112661-4,Source_of_Energy,Not set
112648-1,Source_of_Energy,National Grid
113428-7,Source_of_Energy,National Grid
112939-4,Source_of_Energy,National Grid
111111-1,Source_of_Energy,Not set
113784-3,Source_of_Energy,National Grid
112777-8,Source_of_Energy,National Grid
107001-0,Source_of_Energy,Not set
111445-3,Source_of_Energy,Not set
113125-9,Source_of_Energy,Not set
107034-1,Source_of_Energy,Not set
111788-6,Source_of_Energy,National Grid
111788-6,Source_of_Energy,Solar Panels
107036-6,Source_of_Energy,Not set
112799-2,Source_of_Energy,Not set
113112-7,Source_of_Energy,Not set
112561-6,Source_of_Energy,Not set
107054-9,Source_of_Energy,No Electricity
107054-9,Source_of_Energy,Other
107057-2,Source_of_Energy,Not set
113482-4,Source_of_Energy,Not set
112759-6,Source_of_Energy,National Grid
112588-9,Source_of_Energy,Not set
112558-2,Source_of_Energy,Not set
112636-6,Source_of_Energy,Not set
113697-7,Source_of_Energy,National Grid
107079-6,Source_of_Energy,Not set
113436-0,Source_of_Energy,Not set
108514-1,Source_of_Energy,National Grid
113483-2,Source_of_Energy,Not set
112630-9,Source_of_Energy,Not set
112894-1,Source_of_Energy,Not set
108505-9,Source_of_Energy,Not set
112715-8,Source_of_Energy,Not set
111118-6,Source_of_Energy,Not set
107088-7,Source_of_Energy,Not set
113286-9,Source_of_Energy,Not set
107093-7,Source_of_Energy,Not set
112559-0,Source_of_Energy,Not set
113220-8,Source_of_Energy,Not set
113126-7,Source_of_Energy,Not set
110343-1,Source_of_Energy,Not set
107143-0,Source_of_Energy,Not set
107152-1,Source_of_Energy,Solar Panels
109526-4,Source_of_Energy,Not set
112366-0,Source_of_Energy,National Grid
111750-6,Source_of_Energy,National Grid
110338-1,Source_of_Energy,Not set
111776-1,Source_of_Energy,National Grid
112714-1,Source_of_Energy,Not set
112150-8,Source_of_Energy,National Grid
112150-8,Source_of_Energy,Generator
113427-9,Source_of_Energy,National Grid
113399-0,Source_of_Energy,Not set
113154-9,Source_of_Energy,Not set
113541-7,Source_of_Energy,Not set
113238-0,Source_of_Energy,Not set
112899-0,Source_of_Energy,National Grid
113177-0,Source_of_Energy,National Grid
107267-7,Source_of_Energy,Not set
112647-3,Source_of_Energy,Not set
108585-1,Source_of_Energy,Not set
113251-3,Source_of_Energy,Not set
107315-4,Source_of_Energy,Not set
107326-1,Source_of_Energy,Not set
112190-4,Source_of_Energy,National Grid
111753-0,Source_of_Energy,No Electricity
111753-0,Source_of_Energy,Other
112728-1,Source_of_Energy,No Electricity
113020-2,Source_of_Energy,Not set
110802-6,Source_of_Energy,Solar Panels
110802-6,Source_of_Energy,No Electricity
110802-6,Source_of_Energy,Other
112542-6,Source_of_Energy,Not set
107379-0,Source_of_Energy,Generator
107379-0,Source_of_Energy,Solar Panels
111799-3,Source_of_Energy,Not set
107387-3,Source_of_Energy,Not set
113341-2,Source_of_Energy,Not set
113258-8,Source_of_Energy,Not set
112168-0,Source_of_Energy,Not set
107406-1,Source_of_Energy,Not set
113510-2,Source_of_Energy,National Grid
113339-6,Source_of_Energy,National Grid
111766-2,Source_of_Energy,Not set
107435-0,Source_of_Energy,Not set
107436-8,Source_of_Energy,Not set
113610-0,Source_of_Energy,Not set
113175-4,Source_of_Energy,Not set
107452-5,Source_of_Energy,Not set
112890-9,Source_of_Energy,National Grid
113337-0,Source_of_Energy,National Grid
111792-8,Source_of_Energy,Not set
112811-5,Source_of_Energy,Not set
113190-3,Source_of_Energy,National Grid
111547-6,Source_of_Energy,National Grid
107481-4,Source_of_Energy,Not set
107492-1,Source_of_Energy,No Electricity
112922-0,Source_of_Energy,National Grid
112763-8,Source_of_Energy,National Grid
112113-6,Source_of_Energy,National Grid
112708-3,Source_of_Energy,Not set
112876-8,Source_of_Energy,Not set
112566-5,Source_of_Energy,Not set
111901-5,Source_of_Energy,National Grid
111901-5,Source_of_Energy,Generator
107533-2,Source_of_Energy,Not set
112003-9,Source_of_Energy,Not set
108497-9,Source_of_Energy,National Grid
108497-9,Source_of_Energy,No Electricity
108497-9,Source_of_Energy,Other
107559-7,Source_of_Energy,Not set
112501-2,Source_of_Energy,Not set
112722-4,Source_of_Energy,Not set
112693-7,Source_of_Energy,Not set
112966-7,Source_of_Energy,Not set
111397-6,Source_of_Energy,Not set
111662-3,Source_of_Energy,National Grid
112408-0,Source_of_Energy,National Grid
112408-0,Source_of_Energy,Generator
112158-1,Source_of_Energy,National Grid
107593-6,Source_of_Energy,Not set
113160-6,Source_of_Energy,Not set
113048-3,Source_of_Energy,Not set
113268-7,Source_of_Energy,Not set
112796-8,Source_of_Energy,Not set
113439-4,Source_of_Energy,National Grid
113171-3,Source_of_Energy,Not set
111373-7,Source_of_Energy,Not set
113054-1,Source_of_Energy,Not set
113389-1,Source_of_Energy,Not set
112795-0,Source_of_Energy,Not set
112698-6,Source_of_Energy,Not set
107661-1,Source_of_Energy,Solar Panels
107688-4,Source_of_Energy,No Electricity
108350-0,Source_of_Energy,Not set
113195-2,Source_of_Energy,Not set
113214-1,Source_of_Energy,Not set
113374-3,Source_of_Energy,Not set
107711-4,Source_of_Energy,Not set
108950-7,Source_of_Energy,Not set
113213-3,Source_of_Energy,Not set
112934-5,Source_of_Energy,National Grid
107749-4,Source_of_Energy,Not set
110688-9,Source_of_Energy,Not set
112959-2,Source_of_Energy,National Grid
112569-9,Source_of_Energy,Not set
112726-5,Source_of_Energy,Not set
112906-3,Source_of_Energy,Not set
107786-6,Source_of_Energy,Not set
100172-6,Source_of_Energy,Not set
113470-9,Source_of_Energy,Not set
111726-6,Source_of_Energy,Solar Panels
112120-1,Source_of_Energy,National Grid
112120-1,Source_of_Energy,Generator
112802-4,Source_of_Energy,National Grid
112766-1,Source_of_Energy,National Grid
112881-8,Source_of_Energy,Not set
107851-8,Source_of_Energy,Not set
112739-8,Source_of_Energy,Not set
113484-0,Source_of_Energy,Not set
113835-3,Source_of_Energy,Solar Panels
107884-9,Source_of_Energy,Not set
111881-9,Source_of_Energy,Not set
111995-7,Source_of_Energy,Not set
112938-6,Source_of_Energy,National Grid
113153-1,Source_of_Energy,Not set
111740-7,Source_of_Energy,Not set
111467-7,Source_of_Energy,National Grid
107907-8,Source_of_Energy,Not set
107908-6,Source_of_Energy,Not set
111516-1,Source_of_Energy,Not set
113102-8,Source_of_Energy,Not set
113091-3,Source_of_Energy,Not set
113624-1,Source_of_Energy,National Grid
113335-4,Source_of_Energy,Not set
113007-9,Source_of_Energy,Not set
110917-2,Source_of_Energy,Not set
108484-7,Source_of_Energy,Not set
111930-4,Source_of_Energy,Not set
113355-2,Source_of_Energy,Not set
112893-3,Source_of_Energy,National Grid
113173-9,Source_of_Energy,Not set
111919-7,Source_of_Energy,Not set
113249-7,Source_of_Energy,Not set
108012-6,Source_of_Energy,Not set
108014-2,Source_of_Energy,Not set
108019-1,Source_of_Energy,Not set
108023-3,Source_of_Energy,No Electricity
108029-0,Source_of_Energy,Not set
108031-6,Source_of_Energy,Not set
110986-7,Source_of_Energy,Not set
108044-9,Source_of_Energy,Not set
109149-5,Source_of_Energy,Not set
111557-5,Source_of_Energy,No Electricity
108086-0,Source_of_Energy,Not set
113239-8,Source_of_Energy,Not set
111944-5,Source_of_Energy,National Grid
111917-1,Source_of_Energy,Not set
112597-0,Source_of_Energy,Not set
112764-6,Source_of_Energy,Not set
112780-2,Source_of_Energy,National Grid
112655-6,Source_of_Energy,Not set
112751-3,Source_of_Energy,Not set
113068-1,Source_of_Energy,Not set
113185-3,Source_of_Energy,Not set
113346-1,Source_of_Energy,Not set
113431-1,Source_of_Energy,Not set
111980-9,Source_of_Energy,Not set
112529-3,Source_of_Energy,National Grid
112529-3,Source_of_Energy,Generator
113423-8,Source_of_Energy,Not set
113347-9,Source_of_Energy,Not set
112760-4,Source_of_Energy,Not set
108149-6,Source_of_Energy,Not set
113129-1,Source_of_Energy,Not set
113478-2,Source_of_Energy,Not set
108167-8,Source_of_Energy,Not set
108189-2,Source_of_Energy,Not set
108226-2,Source_of_Energy,Not set
112434-6,Source_of_Energy,National Grid
112434-6,Source_of_Energy,Generator
111430-5,Source_of_Energy,National Grid
112610-1,Source_of_Energy,Not set
112621-8,Source_of_Energy,Not set
113089-7,Source_of_Energy,Not set
112629-1,Source_of_Energy,National Grid
110485-0,Source_of_Energy,National Grid
111437-0,Source_of_Energy,National Grid
112806-5,Source_of_Energy,National Grid
112961-8,Source_of_Energy,Not set
113376-8,Source_of_Energy,Not set
108298-1,Source_of_Energy,Not set
108309-6,Source_of_Energy,Generator
108309-6,Source_of_Energy,Solar Panels
113846-0,Source_of_Energy,National Grid
108318-7,Source_of_Energy,Not set
112903-0,Source_of_Energy,National Grid
113118-4,Source_of_Energy,National Grid
112586-3,Source_of_Energy,Not set
113099-6,Source_of_Energy,Not set
108331-0,Source_of_Energy,Not set
108336-9,Source_of_Energy,Not set
108342-7,Source_of_Energy,Not set
111221-8,Source_of_Energy,Not set
108346-8,Source_of_Energy,Not set
108351-8,Source_of_Energy,National Grid
111222-6,Source_of_Energy,Not set
112579-8,Source_of_Energy,National Grid
113476-6,Source_of_Energy,Not set
113226-5,Source_of_Energy,Not set
108366-6,Source_of_Energy,Not set
108372-4,Source_of_Energy,Not set
112787-7,Source_of_Energy,Not set
108375-7,Source_of_Energy,Not set
109335-0,Source_of_Energy,Not set
112914-7,Source_of_Energy,Not set
112902-2,Source_of_Energy,Not set
108385-6,Source_of_Energy,Not set
108386-4,Source_of_Energy,National Grid
111767-0,Source_of_Energy,Not set
113666-2,Source_of_Energy,Not set
113883-3,Source_of_Energy,National Grid
112582-2,Source_of_Energy,Not set
108404-5,Source_of_Energy,Not set
113105-1,Source_of_Energy,Not set
113169-7,Source_of_Energy,Not set
113107-7,Source_of_Energy,Not set
111820-7,Source_of_Energy,National Grid
113310-7,Source_of_Energy,Not set
100017-3,Source_of_Energy,Not set
108548-9,Source_of_Energy,Not set
110967-7,Source_of_Energy,Not set
100019-9,Source_of_Energy,National Grid
100020-7,Source_of_Energy,National Grid
100021-5,Source_of_Energy,Not set
100542-0,Source_of_Energy,Not set
110841-4,Source_of_Energy,National Grid
110841-4,Source_of_Energy,Generator
100024-9,Source_of_Energy,National Grid
100024-9,Source_of_Energy,Other
100025-6,Source_of_Energy,National Grid
110968-5,Source_of_Energy,Not set
100030-6,Source_of_Energy,National Grid
100030-6,Source_of_Energy,Generator
100031-4,Source_of_Energy,Not set
100029-8,Source_of_Energy,National Grid
100029-8,Source_of_Energy,Generator
109574-4,Source_of_Energy,National Grid
110844-8,Source_of_Energy,National Grid
108660-2,Source_of_Energy,National Grid
108660-2,Source_of_Energy,Generator
111438-8,Source_of_Energy,National Grid
111438-8,Source_of_Energy,Generator
108681-8,Source_of_Energy,National Grid
109828-4,Source_of_Energy,National Grid
109828-4,Source_of_Energy,Generator
112493-2,Source_of_Energy,Generator
112493-2,Source_of_Energy,Other
112327-2,Source_of_Energy,Generator
113780-1,Source_of_Energy,National Grid
110005-6,Source_of_Energy,National Grid
112702-6,Source_of_Energy,National Grid
110779-6,Source_of_Energy,National Grid
110779-6,Source_of_Energy,Generator
111629-2,Source_of_Energy,National Grid
112995-6,Source_of_Energy,National Grid
111902-3,Source_of_Energy,National Grid
111902-3,Source_of_Energy,Generator
112008-8,Source_of_Energy,Generator
112426-2,Source_of_Energy,National Grid
112426-2,Source_of_Energy,Generator
110995-8,Source_of_Energy,National Grid
113203-4,Source_of_Energy,Not set
105282-8,Source_of_Energy,National Grid
105282-8,Source_of_Energy,Generator
105282-8,Source_of_Energy,Solar Panels
100034-8,Source_of_Energy,National Grid
112096-3,Source_of_Energy,National Grid
100035-5,Source_of_Energy,National Grid
