Facility_ID,Facility Name,Ward,Village/Street,Facility Type,Operating Status,Ownership,Latitude,Longitude,Facility_Zone,Facility_Region,Facility_District,Facility_Council,Facility_Location,Common_Facility_Name,Registration_ID,CTC_ID,MTUHA_Code,MSD_ID,Facility_Type,Facility_Ownership,Facility_Operating_Status,Facility_Registration_Status,Location_Description,Waypoint_Number,Altitude(Meters),Service_Areas(Villages),Catchment_Population,Date_Opened/Inaugurated/Upgraded,Year,Postal_Address,Postal_Code,Official_Phone_#,Official_Fax_#,Official_Email,Facility_In-Charge_Name,Facility_In-Charge_Cadre,Website
110373-8,Bakwata Na. 3,Uyovu,Uyovu,Dispensary,Closed (Temporary),Private - For Profit,,,Lake Zone,Geita,Bukombe,Bukombe DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Private - For Profit,Closed (Temporary),Registration Pending Certification,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100303-7,Bandari,Railway,Mkunguni,Dispensary,Operating,Private - For Profit,,,Southern Zone,Mtwara,Mtwara,Mtwara MC,Mtwara Port (TPA),Not set,Not set,Not set,Not set,Not set,Dispensary,Private - For Profit,Operating,Registered,Mtwara Port (TPA),Not set,21,4,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Zena Kazimoto,Not set,Not set
110874-5,Baraa,Baraa,Ofisini,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Northern Zone,Arusha,Arusha,Arusha CC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112583-0,Baraka,Wazo,Kilimahewa,Dispensary,Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Not set,Not set,71587,Not set,Not set,Not set,Dispensary,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,05 02 2019,2019,Box 60149,Not set,767246068,Not set,Not set,Dr Robert Malima,Medical Officer,Not set
112993-1,BBM Optical,Mjini,CCM,Clinic - Optometry Clinic,Operating,Private - For Profit,,,Southern Zone,Ruvuma,Songea,Songea MC,Near CCM Building,Not set,167,Not set,Not set,Not set,Clinic - Optometry Clinic,Private - For Profit,Operating,Registered,Near CCM Building,Not set,Not set,Not set,Not set,06 03 2018,2018,599 Songea,Not set,718 737 347,Not set,barakamathias1@gamil.com,Baraka Mathias,Optometrist,Not set
112721-6,BCV,Mang'ula,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Eastern Zone,Morogoro,Kilombero,Kilombero DC,Not set,Not set,Phl-C/Mor/Aut/052,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
111841-3,Benjamini Mkapa,Ng'hong'honha,Ng'hong'honha,Hospital - Referral Hospital at Zonal Level,Operating,Public - MoHCDGEC,,,Central Zone,Dodoma,Dodoma,Dodoma MC,Not set,BMH,Not set,Not set,Not set,DM310003,Hospital - Referral Hospital at Zonal Level,Public - MoHCDGEC,Operating,Registered,Not set,Not set,Not set,Not set,Not set,16 10 2015,2015,11088,255,262963712,262963711,mkurugenzibmh@gmail.com,Dr Alphonce Chandika,General Surgeon,Not set
113530-0,Best,Chamazi,Magengeni,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Not set,Not set,PHL-C/DSM-TMK/AUT/030,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112627-5,Best,Ilomba,Not set,Health Labs - Level III single purpose Health Laboratory,Closed,Private - For Profit,,,Southern Highlands Zone,Mbeya,Mbeya,Mbeya CC,Not set,Not set,phl-c/mby/aut/023,Not set,Not set,Not set,Health Labs - Level III single purpose Health Laboratory,Private - For Profit,Closed,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112617-6,Best Choice,Mchafukoge,Mchafukoge,Clinic - Optometry Clinic,Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Not set,Not set,157,Not set,Not set,Not set,Clinic - Optometry Clinic,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,24 10 2017,2017,1112 Zanzibar,Not set,716403323,Not set,salumamyn90@gmail.com,Salum Ali Omar,Optometrist,Not set
113161-4,Bihamu,Shinyanga Mjini,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Western Zone,Shinyanga,Shinyanga,Shinyanga MC,Not set,Bihamu,PHL-C/SHY/AUT/02,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100367-2,Bilila,Ikoma,Robanda,Dispensary,Closed,Private - For Profit,,,Lake Zone,Mara,Serengeti,Serengeti DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Private - For Profit,Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113438-6,BIO LAB,Upanga Magharibi,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Not set,Not set,PHL-C/DSM-ILA/AUT/037,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,"Upanga E&W, Kariakoo",2103,09 04 2018,2018,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113272-9,Blessing,Goba,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Not set,Not set,PHL-C/UBG/AUT/028,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
111991-6,blood lead,Not set,Not set,Health Labs,Operating,Private - For Profit,,,Northern Zone,Arusha,Arusha,Arusha DC,Not set,Not set,PHL-C/AR/AUT/29,Not set,Not set,Not set,Health Labs,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113116-8,Bomani,Kiomboi,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Central Zone,Singida,Iramba,Iramba DC,Not set,Not set,PHL-C/SGD/AUT/04,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
111918-9,Bombo,Ngulwi,Bombo,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Northern Zone,Tanga,Lushoto,Lushoto DC,Not set,Bombo,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not Registered,Not set,Ngulwi,Not set,Not set,Not set,Not set,Not set,"Box 66, Lushoto",Not set,Not set,Not set,Not set,Not set,Not set,Not set
100412-6,Bonite,Karanga,Not set,Dispensary,Closed,Private,,,Northern Zone,Kilimanjaro,Moshi,Moshi MC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Private,Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113489-9,BSMC,Bunju,Bunju A,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Not set,Not set,PHL-C/DSM-KIN/AUT/029,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100430-8,Buchenjegele,Mwashiku,Not set,Dispensary,Pending Operation - Under Construction,Public,,,Western Zone,Tabora,Igunga,Igunga DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Buchemjegele,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100442-3,Buganjo,Bukwe,Buganjo,Dispensary,Operating,Public - LGA,,,Lake Zone,Mara,Rorya,Rorya DC,Not set,Not set,Buganjo,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,Not set,1,Not set,02 01 2018,2018,P.o.box 250-Tarime,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100443-1,Buganza,Mwanyahina,Buganza,Dispensary,Pending Operation - Under Construction,Public,,,Western Zone,Simiyu,Meatu,Meatu DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113362-8,Bugogwa,Bugogwa,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Closed,Private - For Profit,,,Lake Zone,Mwanza,Ilemela,Ilemela MC,Not set,Not set,PHL-C/MWZ/AUT/062,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Closed,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112228-2,Buguruni,Buguruni,Kisiwani,Clinic - Dental Clinic,Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Karibu na kituo cha mabasi ya Muhimbili,Not set,Not set,Not set,Not set,Not set,Clinic - Dental Clinic,Private - For Profit,Operating,Registered,Karibu na kituo cha mabasi ya Muhimbili,Not set,Not set,Not set,Not set,01 05 2018,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100465-4,Bugwandege,Ibadakuli,Uzogore,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Western Zone,Shinyanga,Shinyanga,Shinyanga MC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100484-5,Buhulyu,Not set,Not set,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Western Zone,Tabora,Nzega,Nzega DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
109684-1,Bukore,Kunzugu,Bukore,Dispensary,Pending Operation - Construction Complete,Public - LGA,,,Lake Zone,Mara,Bunda,Bunda TC,Not set,Bukore,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Construction Complete,Registration Pending Certification,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100535-4,Bulenya,Mwamashiga,Not set,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Western Zone,Tabora,Igunga,Igunga DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
109333-5,Bulyanaga,Mwanhuzi,Bulyanaga,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Western Zone,Simiyu,Meatu,Meatu DC,Not set,bulyanaga disp,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Registration Pending Certification,Not set,Not set,1174,Not set,Not set,Not set,Not set,box 25,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100550-3,Bulyang'ombe,Nanga,Not set,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Western Zone,Tabora,Igunga,Igunga DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113718-1,Buma,Kiromo,Buma,Dispensary,Operating,Public - LGA,,,Eastern Zone,Pwani,Bagamoyo,Bagamoyo DC,Near chambezi Dispensary,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Near chambezi Dispensary,Not set,Not set,Not set,Not set,01 07 2019,Not set,P O BOX 29,Not set,Not set,Not set,Not set,Alpha Mpondo Lazaro,Assistant Clinical Officer,Not set
113714-0,Bumyengeja,Sumve,Bumyengeja,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Lake Zone,Mwanza,Kwimba,Kwimba DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113882-5,Bunge,Tambukareli,Reli,Health Center,Operating,Public - Parastatal,,,Central Zone,Dodoma,Dodoma,Dodoma MC,Not set,Bunge,Not set,Not set,Not set,DM510046,Health Center,Public - Parastatal,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,"941, DODOMA",Not set,Not set,Not set,Not set,Dkt. Geminian Festo Temba,Medical Specialist,Not set
100579-2,Bunyihuna,Masumbwe,Not set,Dispensary,Pending Operation - Under Construction,Public,,,Lake Zone,Geita,Mbogwe,Mbogwe DC,Not set,Bunyihuna,Not set,Not set,Not set,Not set,Dispensary,Public,Pending Operation - Under Construction,Registration Pending Certification,Not set,Not set,Not set,Bunyihuna,12920,Not set,Not set,DED - Mbogwe,Not set,Not set,Not set,mbogwedc@yahoo.com,Not set,Not set,Not set
100584-2,Busami,Badugu,Busami,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Western Zone,Simiyu,Busega,Busega DC,Not set,Busami Disp,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100595-8,Busenge,Choma,Not set,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Western Zone,Tabora,Igunga,Igunga DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112140-9,Busungo.,Segese,Segese,Dispensary,Closed,Private - For Profit,,,Western Zone,Shinyanga,Kahama,Msalala DC,Not set,Busungo segese,174216,Not set,Not set,Not set,Dispensary,Private - For Profit,Closed,Registered,Not set,Not set,Not set,"Busungo,Segese mashariki",Not set,Not set,2017,Not set,Not set,Not set,Not set,Not set,Boniphance Lyeta.,CO,Not set
100618-8,Butandula,Not set,Not set,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Western Zone,Tabora,Nzega,Nzega DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112554-1,Butiama,Nyasho,Not set,Health Labs,Operating,Private - For Profit,,,Lake Zone,Mara,Musoma,Musoma MC,Not set,Not set,PHL-C/MAR/AUT/013,Not set,Not set,Not set,Health Labs,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112895-8,Butondo,Bukombe,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Lake Zone,Geita,Bukombe,Bukombe DC,Not set,Not set,PHL-C/GTA/AUT/041,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112788-5,Buzinza,Chifunfu,Chifunfu,Maternity Home,Closed (Temporary),Private - For Profit,,,Lake Zone,Mwanza,Sengerema,Sengerema DC,Not set,Not set,195203,Not set,Not set,Not set,Maternity Home,Private - For Profit,Closed (Temporary),Registered,Not set,Not set,Not set,Not set,Not set,18 02 2019,2019,Box 354,Not set,Not set,Not set,Not set,Dr Getrude L. Mughamba,Not set,Not set
111770-4,Bwenda,Lubanda,Bwenda,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Southern Highlands Zone,Songwe,Ileje,Ileje DC,Lubanda,Bwenda Dispensary,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Lubanda,Not set,Not set,Not set,Not set,Not set,Not set,P.O.BOX 12-ILEJE,Not set,Not set,Not set,itumbahospital@yahoo.com,Not set,Not set,Not set
110710-1,Cannan,Kisongo,Engorola,Dispensary,Closed,Private - Faith based organization (FBO),,,Northern Zone,Arusha,Arusha,Arusha DC,Not set,Cannan,Not set,Not set,Not set,Not set,Dispensary,Private - Faith based organization (FBO),Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100674-1,Cannosian,Kunduchi,Tegeta,Dispensary,Closed,Private - Faith based organization (FBO),,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Private - Faith based organization (FBO),Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112856-0,Capital city eye and vision centre,Viwandani,Tofiki,Clinic - Optometry Clinic,Closed (Temporary),Private - For Profit,,,Central Zone,Dodoma,Dodoma,Dodoma MC,Not set,Not set,63,Not set,Not set,Not set,Clinic - Optometry Clinic,Private - For Profit,Closed (Temporary),Registered,Not set,Not set,Not set,Not set,Not set,31 05 2012,Not set,2363 Dodoma,Not set,713144888,Not set,Not set,Abba Lawi,Optometrist,Not set
112530-1,Care Plus,Mawenzi,Rengua,Health Center,Operating,Private - For Profit,,,Northern Zone,Kilimanjaro,Moshi,Moshi MC,Opposite to Keys hotel,Care Plus,36213,Not set,Not set,Not set,Health Center,Private - For Profit,Operating,Registered,Opposite to Keys hotel,Not set,Not set,Not set,Not set,Not set,Not set,471 MOSHI,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112551-7,Care Plus Msasani,Msasani,Bonde la Mpunga,Hospital - District Hospital,Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Msasani Bonde la Mpunga,Not set,71565,Not set,Not set,Not set,Hospital - District Hospital,Private - For Profit,Operating,Registered,Msasani Bonde la Mpunga,Not set,Not set,Not set,Not set,21 05 2018,2018,Box 16215,Not set,782100500,Not set,Not set,Dr Conrad Alois Mmuni,Medical Officer,Not set
100678-2,Carneiro Dental,Kivukoni,Sea View,Clinic - Dental Clinic,Closed,Private - For Profit,,,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Not set,Not set,Not set,Not set,Not set,Not set,Clinic - Dental Clinic,Private - For Profit,Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100680-8,Cath Med Consult,Not set,Not set,Dispensary,Closed,Private - For Profit,,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Not set,Cath Med Consult,Not set,Not set,Not set,Not set,Dispensary,Private - For Profit,Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112779-4,Central,Majengo,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Central Zone,Dodoma,Dodoma,Dodoma MC,Not set,Not set,phl-c/Dom/Aut/017,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
